Unnamed: 0,content,score,appVersion,content_process,result,sentiment,proba,inferred_topic,inferred_probability
114,Dbankpro baguss,5,1.3.9,dbankpro baguss,"[{'label': 'positive', 'score': 0.9988597631454468}]",positive,0.9988597631454468,Mixed Feedback and Technical Issues,0.473965
115,Mantap aplikasinya multifungsi buat bayar apa saja bisa,5,,mantap aplikasi multifungsi bayar,"[{'label': 'positive', 'score': 0.9977768063545227}]",positive,0.9977768063545228,Opinion on Banking App,0.7309801
116,Bagus,5,1.4.0,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.5995772
117,Fitur lengkap dan memudahkan untuk customer,5,1.4.0,fitur lengkap mudah customer,"[{'label': 'positive', 'score': 0.9987074136734009}]",positive,0.9987074136734008,App Features,0.8344753
118,Danamom the bes.manatp,5,1.4.0,danamom the bes manatp,"[{'label': 'neutral', 'score': 0.9914611577987671}]",neutral,0.9914611577987672,Opinion on Banking App,0.59803164
119,"Sangat menbantu untuk transaksi financial , user friendly",5,1.4.0,menbantu transaksi financial user friendly,"[{'label': 'positive', 'score': 0.9453034996986389}]",positive,0.9453034996986388,User Experience,0.7987561
120,Layanannya memuaskan,5,1.4.0,layan muas,"[{'label': 'positive', 'score': 0.9989782571792603}]",positive,0.9989782571792604,Mixed Feedback and Technical Issues,0.7273165
121,Eelasy to use and very helpfull,5,1.4.0,eelasy to use and very helpfull,"[{'label': 'positive', 'score': 0.8563864231109619}]",positive,0.8563864231109619,Questions and Engagement,0.64977527
122,Sangat bermanfaat dan mudah digunakan,5,1.3.7,manfaat mudah,"[{'label': 'positive', 'score': 0.9259840250015259}]",positive,0.925984025001526,User Experience,0.7303516
123,Sangat membantu untuk transaksi kapan pun & dimana pun,5,1.4.0,bantu transaksi mana,"[{'label': 'positive', 'score': 0.9974435567855835}]",positive,0.9974435567855836,User Experience,0.7985305
124,"Aplikasi canggih , sangat keren dan bermanfaat",5,1.3.9,aplikasi canggih keren manfaat,"[{'label': 'positive', 'score': 0.9987019300460815}]",positive,0.9987019300460817,User Experience,0.34082597
125,"Aplikasi yang keren dan memudahkan segala transaksi ,apalagi sekarang sudah dapat menggunakan QRIS...makin uhuuyyy.",5,1.4.0,aplikasi keren mudah transaksi qris uhuuyyy,"[{'label': 'positive', 'score': 0.997612476348877}]",positive,0.997612476348877,User Experience,0.6115628
126,Aplikasi yang sangat luar biasa membantu,5,1.4.0,aplikasi bantu,"[{'label': 'positive', 'score': 0.9938427209854126}]",positive,0.9938427209854126,User Experience,0.5996197
127,Mudah penggunaannya..membantu sekali,5,1.4.0,mudah guna bantu,"[{'label': 'positive', 'score': 0.9913477301597595}]",positive,0.9913477301597596,Opinion on Banking App,0.5044974
128,Ciamik dah,5,1.3.9,ciamik dah,"[{'label': 'positive', 'score': 0.9958122372627258}]",positive,0.9958122372627258,Mixed Feedback and Technical Issues,0.5977599
129,Danamon semakin dikenal,5,1.4.0,danamon kenal,"[{'label': 'positive', 'score': 0.9531608819961548}]",positive,0.9531608819961548,Opinion on Banking App,0.5861638
130,Mantap keren,5,1.3.9,mantap keren,"[{'label': 'positive', 'score': 0.9991238713264465}]",positive,0.9991238713264464,Opinion on Banking App,0.40185773
131,"Aplikasi yang memudahkan keuangan. Bisa transfer online, penempatan deposito, jual beli valas. Luar biasa memudahkan.",5,1.4.0,aplikasi mudah uang transfer online tempat deposito jual beli valas mudah,"[{'label': 'positive', 'score': 0.8869160413742065}]",positive,0.8869160413742065,Opinion on Banking App,0.76677984
132,Mantap 👍,5,,mantap,"[{'label': 'positive', 'score': 0.9981549382209778}]",positive,0.9981549382209778,Opinion on Banking App,0.59993684
133,"D bank pro sangat membantu dgn aplikasi yg lengkap,,",5,1.4.0,bank pro bantu dgn aplikasi yg lengkap,"[{'label': 'positive', 'score': 0.9983119964599609}]",positive,0.9983119964599608,Opinion on Banking App,0.42059416
134,Sangat bagusj,5,1.4.0,bagusj,"[{'label': 'positive', 'score': 0.9978583455085754}]",positive,0.9978583455085754,User Experience,0.2
135,Danamon Hebat,5,1.4.0,danamon hebat,"[{'label': 'positive', 'score': 0.9992191791534424}]",positive,0.9992191791534424,User Experience,0.5869924
136,Sangat membantu,5,1.4.0,bantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.99591726064682,User Experience,0.59963423
137,Sangat memudahkan untuk bertransaksi,5,1.4.0,mudah transaksi,"[{'label': 'positive', 'score': 0.9987303614616394}]",positive,0.9987303614616394,Opinion on Banking App,0.7295448
138,Dbank pro ok bisa semua,5,1.4.0,dbank pro ok,"[{'label': 'neutral', 'score': 0.9942913055419922}]",neutral,0.9942913055419922,App Features,0.793768
139,D Bank pro Terdepan,5,1.4.0,bank pro depan,"[{'label': 'neutral', 'score': 0.9980989098548889}]",neutral,0.9980989098548888,Opinion on Banking App,0.79623395
140,Lebih mudah tampilan nnya,5,1.4.0,mudah tampil nnya,"[{'label': 'positive', 'score': 0.996907651424408}]",positive,0.996907651424408,User Experience,0.7294772
141,Dbank terbaik,5,1.4.0,dbank baik,"[{'label': 'positive', 'score': 0.9990756511688232}]",positive,0.9990756511688232,App Features,0.72942567
142,Aplikasi yg sangat bagus dan sangat membantu,5,1.4.0,aplikasi yg bagus bantu,"[{'label': 'positive', 'score': 0.99836665391922}]",positive,0.99836665391922,User Experience,0.7983111
143,Baguss dan cepat,5,,baguss cepat,"[{'label': 'positive', 'score': 0.9981281161308289}]",positive,0.9981281161308287,Mixed Feedback and Technical Issues,0.72615504
144,Fitur lengkap,5,,fitur lengkap,"[{'label': 'positive', 'score': 0.998340368270874}]",positive,0.998340368270874,App Features,0.72639006
145,Bagus banget,5,1.4.0,bagus banget,"[{'label': 'positive', 'score': 0.998884379863739}]",positive,0.998884379863739,User Experience,0.72799474
146,Keren,5,1.4.0,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.999236822128296,Questions and Engagement,0.59976816
147,Aplikasinya keren dan sangat membantu sekali,5,1.4.0,aplikasi keren bantu,"[{'label': 'positive', 'score': 0.9979773163795471}]",positive,0.9979773163795472,User Experience,0.407806
148,Aplikasi yang powerfull,5,1.4.0,aplikasi powerfull,"[{'label': 'positive', 'score': 0.9987391829490662}]",positive,0.9987391829490662,User Experience,0.2
149,Aplikasi dbank pro bagus bgd dan sangat membantu,5,,aplikasi dbank pro bagus bgd bantu,"[{'label': 'positive', 'score': 0.9974599480628967}]",positive,0.9974599480628968,User Experience,0.52844924
150,Bagus,5,1.4.0,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.5995788
151,Tampilannya memudahkan pengguna. Kerennnnnn danamon,5,1.4.0,tampil mudah guna kerennnnnn danamon,"[{'label': 'positive', 'score': 0.9993044137954712}]",positive,0.9993044137954712,Opinion on Banking App,0.8359007
152,Aplikasi d bank pro bagus bgt fungsi kegunaan banyak bgt fitur2 nya,5,1.4.0,aplikasi bank pro bagus bgt fungsi guna bgt fitur nya,"[{'label': 'positive', 'score': 0.9992204904556274}]",positive,0.9992204904556274,Opinion on Banking App,0.4415446
153,"Transaksi jadi lebih mudah dan cepat, gak perlu repot ke canang",5,1.4.0,transaksi mudah cepat gak repot canang,"[{'label': 'positive', 'score': 0.9662784337997437}]",positive,0.9662784337997437,Opinion on Banking App,0.8637744
154,Dbank pro mantap,5,1.4.0,dbank pro mantap,"[{'label': 'positive', 'score': 0.9951900243759155}]",positive,0.9951900243759156,Opinion on Banking App,0.6692163
155,Satu aplikasi untuk seluruh kebutuhan transaksi 👍,5,1.4.0,aplikasi butuh transaksi,"[{'label': 'neutral', 'score': 0.9959015250205994}]",neutral,0.9959015250205994,User Experience,0.7297032
156,Mudah dan gampang sekali,5,1.4.0,mudah gampang,"[{'label': 'positive', 'score': 0.975045382976532}]",positive,0.975045382976532,Questions and Engagement,0.4690068
157,Aplikasi mantap ok,5,1.3.9,aplikasi mantap ok,"[{'label': 'positive', 'score': 0.9939005374908447}]",positive,0.9939005374908448,App Features,0.4015584
158,selalu menggunakan d bankb pro utk transaksi pembayaran sekolah anak,5,1.4.0,bankb pro utk transaksi bayar sekolah anak,"[{'label': 'neutral', 'score': 0.9965898990631104}]",neutral,0.9965898990631104,Opinion on Banking App,0.86465466
159,Fitur fitur nya semakin lengkap... keren10x dbank pro,5,1.4.0,fitur fitur nya lengkap keren dbank pro,"[{'label': 'positive', 'score': 0.9796609878540039}]",positive,0.979660987854004,Questions and Engagement,0.8974476
160,Sangat memudahkan buat nasabah,5,,mudah nasabah,"[{'label': 'positive', 'score': 0.9990672469139099}]",positive,0.99906724691391,User Experience,0.72845024
161,"Sangat mempermudah hidup ini, gak prlu repot bawa2 atm segambreng",5,1.4.0,mudah hidup gak prlu repot bawa atm segambreng,"[{'label': 'positive', 'score': 0.992555558681488}]",positive,0.992555558681488,Opinion on Banking App,0.7663316
162,"Nice App, one stop finanscial solution",5,1.4.0,nice app one stop finanscial solution,"[{'label': 'positive', 'score': 0.9760627150535583}]",positive,0.9760627150535583,Questions and Engagement,0.72594917
163,"Thanks d bank pro , fiturnya sangat membantu , transfer kemana aja gratis 99x thankyoy so much🥰🥰🥰",5,1.4.0,thanks bank pro fiturnya bantu transfer mana aja gratis thankyoy so much,"[{'label': 'positive', 'score': 0.9963410496711731}]",positive,0.9963410496711732,User Experience,0.6871244
164,"Dbank pro luar biasa, sangat membantu, transaksi lebih mudah dan cepat",5,1.4.0,dbank pro bantu transaksi mudah cepat,"[{'label': 'positive', 'score': 0.9985860586166382}]",positive,0.9985860586166382,User Experience,0.5323526
165,"D Bank Pro mantaaap, saingan membantu. Multifungsi, canggih...",5,1.4.0,bank pro mantaaap saing bantu multifungsi canggih,"[{'label': 'positive', 'score': 0.984486997127533}]",positive,0.984486997127533,Opinion on Banking App,0.6654253
166,Semakin terbantu dengan fitur-fitur nya yg terus bertambah... Cayooo maju terus,5,1.3.9,bantu fitur fitur nya yg tambah cayooo maju,"[{'label': 'positive', 'score': 0.9892789721488953}]",positive,0.9892789721488952,Questions and Engagement,0.5783809
167,Lebih lengkap dan keren fiture,5,1.3.9,lengkap keren fiture,"[{'label': 'positive', 'score': 0.9979254007339478}]",positive,0.9979254007339478,Questions and Engagement,0.45650688
168,Sangat mudah,5,1.4.0,mudah,"[{'label': 'positive', 'score': 0.9982979893684387}]",positive,0.9982979893684388,Opinion on Banking App,0.59615415
169,Aplikasinya ringan dan membantu sekali,5,1.4.0,aplikasi ringan bantu,"[{'label': 'positive', 'score': 0.9986637830734253}]",positive,0.9986637830734252,User Experience,0.730128
170,Keren,5,1.4.0,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.999236822128296,Questions and Engagement,0.59976774
171,Memberikan pelayanan terbaik,5,1.3.9,layan baik,"[{'label': 'positive', 'score': 0.9989945292472839}]",positive,0.998994529247284,Opinion on Banking App,0.5260788
172,Best Aps banking,5,1.4.0,best aps banking,"[{'label': 'positive', 'score': 0.9744814038276672}]",positive,0.9744814038276672,Opinion on Banking App,0.7290666
173,"Sangat membantu, lengkap bgt fitur nya",5,1.4.0,bantu lengkap bgt fitur nya,"[{'label': 'positive', 'score': 0.9987525939941406}]",positive,0.9987525939941406,App Features,0.5523936
174,"Mengakomodir semua kebutuhan dr isi paylater. Balanja. Bayar tagihan, bayar uang sekolah anak dll",5,1.4.0,mengakomodir butuh dr isi paylater balanja bayar tagih bayar uang sekolah anak dll,"[{'label': 'neutral', 'score': 0.9971447587013245}]",neutral,0.9971447587013244,Questions and Engagement,0.8143852
175,Memberi pelayanan terbaik,5,1.4.0,layan baik,"[{'label': 'positive', 'score': 0.9987785220146179}]",positive,0.998778522014618,Opinion on Banking App,0.5206381
176,Dbank pro is very ok transaksi semangkin mudah,5,1.3.9,dbank pro is very ok transaksi semangkin mudah,"[{'label': 'positive', 'score': 0.9952332377433777}]",positive,0.9952332377433776,Opinion on Banking App,0.46315557
177,Fitur-fitur cukup lengkap,5,1.4.0,fitur fitur lengkap,"[{'label': 'positive', 'score': 0.9977197051048279}]",positive,0.997719705104828,App Features,0.7933221
178,Keren danamon semakin banyak fitur-fitur transaksi financialnya di d-bank pro...,5,1.4.0,keren danamon fitur fitur transaksi financialnya bank pro,"[{'label': 'neutral', 'score': 0.6727495193481445}]",neutral,0.6727495193481445,Questions and Engagement,0.67808086
179,Aplikasi ini sangat membantu dalam pelayanan nasabah,5,1.4.0,aplikasi bantu layan nasabah,"[{'label': 'positive', 'score': 0.9978623986244202}]",positive,0.9978623986244202,User Experience,0.79838026
180,Dbank Pro..Keren...,5,1.4.0,dbank pro keren,"[{'label': 'positive', 'score': 0.9949778914451599}]",positive,0.99497789144516,Questions and Engagement,0.79709214
181,"Sangat mudah digunakan, dan sangat membantu",5,1.4.0,mudah bantu,"[{'label': 'positive', 'score': 0.9987174272537231}]",positive,0.9987174272537231,User Experience,0.7303624
182,"Aplikasi bagus, memudahkan belanja online. Dan mudah aplikasinya",5,1.4.0,aplikasi bagus mudah belanja online mudah aplikasi,"[{'label': 'positive', 'score': 0.9990756511688232}]",positive,0.9990756511688232,Opinion on Banking App,0.67106307
183,Aplikasi bagus memudahkan belanja on line ciamiik,5,1.4.0,aplikasi bagus mudah belanja on line ciamiik,"[{'label': 'positive', 'score': 0.9990887641906738}]",positive,0.9990887641906738,App Features,0.5127108
184,Aplikasi mudah di gunakan 👍🏻👍🏻👍🏻👍🏻top,5,1.4.0,aplikasi mudah top,"[{'label': 'positive', 'score': 0.9946893453598022}]",positive,0.9946893453598022,Questions and Engagement,0.4892983
185,Aplikasinya mudah digunakan. ❤️,5,1.4.0,aplikasi mudah,"[{'label': 'positive', 'score': 0.9981256127357483}]",positive,0.9981256127357484,Opinion on Banking App,0.5961613
186,Aplikasinya keren dan mudah bertransaksi 👍👍,5,1.4.0,aplikasi keren mudah transaksi,"[{'label': 'positive', 'score': 0.9984166622161865}]",positive,0.9984166622161864,Opinion on Banking App,0.4564644
187,Aplikasi perbankan terbaik,5,1.4.0,aplikasi perban baik,"[{'label': 'positive', 'score': 0.9990266561508179}]",positive,0.999026656150818,User Experience,0.40994853
188,Keren,5,,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.999236822128296,Questions and Engagement,0.59976727
189,Transaksi makin mudah & canggih dengan Dbank pro,5,1.4.0,transaksi mudah canggih dbank pro,"[{'label': 'positive', 'score': 0.8141852021217346}]",positive,0.8141852021217346,Opinion on Banking App,0.8626845
190,Bagus sekali,5,1.4.0,bagus,"[{'label': 'positive', 'score': 0.9978912472724915}]",positive,0.9978912472724916,User Experience,0.5995788
191,"Aplikasi Mobile banking Terbaru dan Terbaik yg dkeluarkan oleh bank Danamon karna untuk akses daftar pengguna tidak terlalu byk verifikasi dan aktivasi nya mudah dan cepat serta untuk akses masuk juga fiturnya ddalam nya menarik dan lengkap, good lah👍👍👍",5,1.3.9,aplikasi mobile banking baru baik yg dkeluarkan bank danamon karna akses daftar guna byk verifikasi aktivasi nya mudah cepat akses masuk fiturnya ddalam nya tarik lengkap good,"[{'label': 'positive', 'score': 0.9990479350090027}]",positive,0.9990479350090028,Opinion on Banking App,0.64525646
192,"Mudah dan simpel, semua hanya di satu aplikasi D Bank Pro :-)",5,1.4.0,mudah simpel aplikasi bank pro,"[{'label': 'neutral', 'score': 0.9937619566917419}]",neutral,0.993761956691742,Opinion on Banking App,0.83905226
193,Pastinyaa lebih mudah digunakan nasabah dalam bertransaksi dan juga banyak sekali fitur yang memudahkan nasabah,5,1.4.0,pastinyaa mudah nasabah transaksi fitur mudah nasabah,"[{'label': 'positive', 'score': 0.9933515191078186}]",positive,0.9933515191078186,User Experience,0.88365155
194,Wow keren,5,1.4.0,wow keren,"[{'label': 'positive', 'score': 0.9987896084785461}]",positive,0.998789608478546,Questions and Engagement,0.5997681
195,"Banyak manfaat, sangat bagus.",5,1.3.9,manfaat bagus,"[{'label': 'positive', 'score': 0.9988023042678833}]",positive,0.9988023042678832,User Experience,0.73314583
196,"Aplikasi simple, bermanfaat",5,1.4.0,aplikasi simple manfaat,"[{'label': 'positive', 'score': 0.9988614320755005}]",positive,0.9988614320755004,User Experience,0.72516966
197,Internet banking nya ok,5,1.4.0,internet banking nya ok,"[{'label': 'neutral', 'score': 0.995643138885498}]",neutral,0.995643138885498,App Features,0.8381143
198,Mantap lanjukan,5,,mantap lanjuk,"[{'label': 'positive', 'score': 0.999261200428009}]",positive,0.999261200428009,Opinion on Banking App,0.5999369
199,Sangat menarik aplikasinya,5,1.3.9,tarik aplikasi,"[{'label': 'positive', 'score': 0.9986975193023682}]",positive,0.9986975193023682,Opinion on Banking App,0.5956645
200,Sangat praktis dan paling bagus diantara bank lainnya,5,1.4.0,praktis bagus bank,"[{'label': 'positive', 'score': 0.999032735824585}]",positive,0.999032735824585,User Experience,0.79781586
201,Mantapp,5,1.4.0,mantapp,"[{'label': 'positive', 'score': 0.981840193271637}]",positive,0.981840193271637,Opinion on Banking App,0.599964
